Full Name,ID Number,Manager ID,Gender,Birthday,Role,Full time/Part time/Contract,Country,Department,Grade,Current Salary,Current Bonus,Pension,Email Address,NI or Tax number,Other Unique Identifier,Ethnicity,FTE,Start Date,Leave Date,Current Employee,Area,How recruited,Relocation costs,Recruitment cost,Reason for leaving,Cost of termination,Ccy,Healthcare costs,Other benefits,Expenses,Share based payments,Performance Ranking,Engagement index,Absence Days,Absence Type,Bradford Index,Training Cost,Training Day,Successor,Total payroll cost,Total benefits,Payroll taxes,Total annual compensation,Monthly cost Including payroll taxes,Age,Tenure Years,Years to retirement,Sales targets,Span of Control,Absence detail,Team Engagement,Customer Satisfaction,Team Performance,Personal Performance,Role Start Date,Prior period performance ranking,Absence Instances
Virgil Davis,660,860,male,21/12/1984,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,66188,8094,1986,Virgil.Davis@realco.com,IA355293D,,,1,15/11/2010,,Y,Manchester,Agency,,8400,,,GBP,2500,0,9000,0,1.5,4.72,6,,6,,,,74282,4486,10325,89093,8174,62.19,1.93,2.81,node.links.from.budget,0,,NaN,,,,12/06/2012,2,1
Darrell Rhode,710,860,male,16/07/1987,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,26485,0,530,Darrell.Rhode@realco.com,BG123963G,,,1,31/12/2010,,Y,Manchester,Advert,,500,,,GBP,750,0,9000,0,2,4.99,6,,24,,,,26485,1280,3681,31446,3370,28.73,1.8,36.27,node.links.from.budget,0,,NaN,,,,19/10/2011,2.402,2
Alexander Lawrence,885,860,male,05/06/1987,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,58719,5163,1174,Alexander.Lawrence@realco.com,HG540035B,,,1,30/01/2008,15/01/2009,N,Manchester,Internal,,0,Illness,,GBP,1500,0,9000,0,2.5,6.86,10,,250,,,,63882,2674,8880,75436,7036,46.47,0.96,18.53,node.links.from.budget,0,,NaN,,,,24/01/2012,2,5
Doug Zacarias,910,860,male,22/06/1986,Delivery Grade 4,Contract,UK,Ops Programme Delivery,5,67634,8817,2029,Doug.Zacarias@realco.com,IJ922681E,,,1,20/03/2007,,Y,Manchester,Advert,,500,,,GBP,2500,0,11085.93,0,0.3,5.96,8,,32,,,,76450,4529,10627,91606,8558,61.75,5.59,3.25,node.links.from.budget,0,,NaN,,,,04/04/2012,2,2
Zak Welch,935,860,male,14/07/1986,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,33343,0,667,Zak.Welch@realco.com,ID947626H,,,1,30/10/2009,,Y,Manchester,Agency,,9600,,,GBP,750,0,9000,0,1.5,6.27,8,,72,,,,33343,1417,4635,39395,4033,29.5,2.97,35.5,node.links.from.budget,0,,NaN,,,,10/01/2011,2,3
John Jones,960,135,male,13/05/1949,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,69013,9506,2070,John.Jones@realco.com,AD607942G,,,1,24/07/2011,,Y,Manchester,Advert,,500,,,GBP,2500,0,9000,0,5.6,6.83,6,,96,,,Yes,78519,4570,10914,94004,8584,61.13,1.24,3.87,node.links.from.budget,10,,6.85,6.1,3,,24/07/2011,5.6,4
Earl Kennedy,985,960,male,14/12/1954,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,69944,9972,2098,Earl.Kennedy@realco.com,EI33772G,,,1,06/09/2011,,Y,Manchester,Internal,0,0,,,GBP,2500,0,9000,0,5.7,6.48,9,,225,,,,79916,4598,11108,95623,8719,61.81,1.12,3.2,node.links.from.budget,0,,NaN,,,,06/09/2011,5.7,5
Brooke Harris,1010,960,female,17/10/1982,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,60623,5416,1212,Brooke.Harris@realco.com,AD256816F,,,1,14/10/2010,,Y,Manchester,Agency,,10200,,,GBP,2000,0,10018.16,0,6.1,7.33,7,,112,,,,66039,3212,9179,78431,7371,50.63,2.01,14.37,node.links.from.budget,0,,NaN,,,,31/07/2012,7.625,4
Kevin Stephens,1035,960,male,15/10/1983,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,53850,4808,1077,Kevin.Stephens@realco.com,CB306528H,,,1,04/09/2012,,Y,Manchester,Internal,0,0,,,GBP,1500,0,9000,0,8.3,7.15,0,,-,,,,58658,2577,8153,69388,6532,42.29,0.12,22.71,node.links.from.budget,0,,NaN,,,,04/09/2012,8.3,0
Amanda Chadwick,1060,960,female,25/05/1984,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,25464,0,509,Amanda.Chadwick@realco.com,HI652853H,,,1,29/08/2008,,Y,Manchester,Advert,,500,,,GBP,750,0,9000,0,7.4,6.48,8,,200,,,,25464,1259,3539,30263,3272,27.93,4.14,37.08,node.links.from.budget,0,,NaN,,,,10/01/2011,5.55,5
Mary Powell,1085,960,female,02/06/1985,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,28789,0,576,Mary.Powell@realco.com,AI837605E,,,1,27/04/2012,,Y,Manchester,Advert,,500,,,GBP,750,0,11961.05,0,7.5,6.98,0,,-,,,,28789,1326,4002,34117,3840,27.56,0.48,37.44,node.links.from.budget,0,,NaN,,,,27/04/2012,9.375,0
Stephanie Davis,1110,960,female,20/09/1981,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,64457,7229,1934,Stephanie.Davis@realco.com,DI255977B,,,1,02/04/2007,,Y,Manchester,Agency,,10200,,,GBP,2500,0,9000,0,6.9,7.49,4,,4,,,,71686,4434,9964,86084,7924,60.77,5.55,4.24,node.links.from.budget,0,,NaN,,,,10/01/2011,8.625,1
Eve Cook,1135,960,female,19/11/1955,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,60480,5240,1814,Eve.Cook@realco.com,HC636519G,,,1,11/10/2006,,Y,Manchester,Agency,,9450,,,GBP,2500,0,11127.24,0,6.3,6.68,0,,-,,,,65720,4314,9135,79170,7525,66.05,6.02,-1.05,node.links.from.budget,0,,NaN,,,,27/08/2012,6.3,0
Joshua Jarvis,1160,960,male,23/09/1949,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,68683,9341,2060,Joshua.Jarvis@realco.com,EF800043I,,,1,18/06/2010,,Y,Manchester,Agency,,9300,,,GBP,2500,0,9000,0,6,6.03,0,Sickness,-,,,,78024,4560,10845,93430,8536,64.78,2.34,0.22,node.links.from.budget,0,Asthma,NaN,,,,21/10/2011,4.5,0
Nathaniel Burley,1185,960,male,16/12/1958,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,28622,0,572,Nathaniel.Burley@realco.com,II271J,,,1,17/12/2011,,Y,Manchester,Internal,,0,,,GBP,500,0,9000,0,8.4,7.44,5,Sickness,45,,,,28622,1072,3979,33673,3556,19.01,0.84,45.99,node.links.from.budget,0,Other,NaN,,,,17/12/2011,8.4,3
Leland Crossland,1210,960,male,08/10/1984,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,28533,0,571,Leland.Crossland@realco.com,GI5314F,,,1,11/04/2011,,Y,Manchester,Advert,,500,,,GBP,1000,0,9000,0,5.6,6.44,7,,175,,,,28533,1571,3966,34070,3589,32.55,1.52,32.45,node.links.from.budget,0,,NaN,,,,11/04/2011,4.2,5
Jake Gallagher,106,102,male,20/10/1949,Programme Manager,Full time,UK,Ops Programme Delivery,6,92894,13383,4645,Jake.Gallagher@realco.com,ED114301H,,,1,31/07/2012,,Y,Manchester,Internal,0,0,,,GBP,750,1000,15000,0,8,6.95,0,,-,,,No,106277,6395,14773,127445,11870,28.33,0.22,36.67,node.links.from.budget,3,,6.35,7.4,2,,31/07/2012,8,0
Sebastian Swift,115,106,male,11/04/1983,Project Manager,Full time,UK,Ops Programme Delivery,5,75681,10340,3784,Sebastian.Swift@realco.com,EI926483B,,,1,27/08/2007,,Y,Manchester,Agency,,8550,,,GBP,2000,500,23134.44,0,7.5,6.22,0,,-,,,No,86021,6284,11957,104262,10616,57.95,5.15,7.05,node.links.from.budget,9,,6.587777778,7.5,1,,10/01/2011,5.625,0
Charlie Stanley,290,115,male,31/01/1954,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,62641,6321,1879,Charlie.Stanley@realco.com,GC488500F,,,1,09/08/2010,,Y,Manchester,Agency,,6750,,,GBP,2500,0,9000,0,3.9,6.32,8,,72,,,,68962,4379,9586,82927,7661,63.91,2.19,1.09,node.links.from.budget,0,,NaN,,,,27/08/2012,3.9,3
William Gaiser,415,115,male,19/10/1986,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,55582,4744,1112,William.Gaiser@realco.com,IF935180G,,,1,24/11/2010,,Y,Manchester,Advert,,500,,,GBP,2000,0,10797.02,0,5.5,6.44,8,,128,,,,60327,3112,8385,71824,6885,52.52,1.9,12.48,node.links.from.budget,0,,NaN,,,,01/10/2011,6.867,4
Isobel Tomlinson,590,115,female,14/07/1954,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,51276,4379,1026,Isobel.Tomlinson@realco.com,JH708552F,,,1,10/07/2010,30/01/2012,N,Manchester,Advert,,500,Redundancy,7500,GBP,1000,0,9000,0,4.8,6.96,7,Sickness,112,,,,55655,2026,7736,65416,6201,36.7,1.56,28.3,node.links.from.budget,0,Upper limb,NaN,,,,20/06/2011,3.6,4
Zachary Horton,690,115,male,07/11/1961,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,52106,4518,1042,Zachary.Horton@realco.com,GA385353B,,,1,29/05/2010,,Y,Manchester,Advert,,500,,,GBP,1000,0,9000,0,4.1,6.53,11,,891,,,,56624,2042,7871,66536,6295,38.86,2.39,26.14,node.links.from.budget,0,,NaN,,,,05/10/2011,3.075,9
Lazaro Kirksey,715,115,male,20/03/1982,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,50605,4081,1012,Lazaro.Kirksey@realco.com,DB981063I,,,1,29/07/2008,,Y,Manchester,Agency,,9450,,,GBP,1500,0,9000,0,9,6.98,0,,-,,,,54686,2512,7601,64799,6150,48.05,4.22,16.95,node.links.from.budget,0,,NaN,,,,10/01/2011,10,0
Nathan Easton,765,115,male,02/12/1951,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,33806,0,676,Nathan.Easton@realco.com,AB604504I,,,1,30/08/2008,,Y,Manchester,Agency,,8250,,,GBP,1000,0,9000,0,2.3,6.86,9,,324,,,,33806,1676,4699,40181,4098,34.86,4.14,30.15,node.links.from.budget,0,,NaN,,,,10/01/2011,2.862,6
Tyler Fitzgerald,790,115,male,09/07/1984,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,34069,0,681,Tyler.Fitzgerald@realco.com,CE155513F,,,1,17/06/2007,,Y,Manchester,Internal,0,0,,,GBP,1000,0,9000,0,7.1,6.33,7,,63,,,No,34069,1681,4736,40486,4124,31.2,5.34,33.81,node.links.from.budget,9,,5.583333333,7.1,5,,10/01/2011,7.1,3
Willie Collins,315,790,female,17/03/1988,Delivery Grade 1,Full time,UK,Ops Programme Delivery,3,33272,0,665,Willie.Collins@realco.com,HC450786B,,,1,10/12/2007,,Y,Manchester,Agency,,6900,,,GBP,1000,0,9000,0,4.4,6.71,5,,20,,,,33272,1665,4625,39563,4047,37.24,4.86,27.76,node.links.from.budget,0,,NaN,,,,19/09/2012,5.5,2
Ruth Joyce,390,790,female,21/09/1985,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,30924,0,618,Ruth.Joyce@realco.com,CF406020J,,,1,03/03/2011,,Y,Manchester,Advert,,500,,,GBP,1000,0,9000,0,1.2,5.08,6,,24,,,,30924,1618,4298,36841,3820,32.78,1.63,32.23,node.links.from.budget,0,,NaN,,,,03/03/2011,2,2
Jayden Morley,490,790,male,12/07/1950,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,55908,4788,1118,Jayden.Morley@realco.com,BI443872I,,,1,26/02/2011,,Y,Manchester,Internal,0,0,,,GBP,2000,0,9000,0,2.3,5.29,7,,63,,,,60696,3118,8437,72251,6771,50.24,1.64,14.77,node.links.from.budget,0,,NaN,,,,26/02/2011,2.3,3
Aimee Clark,565,790,female,13/07/1957,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,59679,5291,1194,Aimee.Clark@realco.com,DG772553F,,,1,07/08/2008,,Y,Manchester,Agency,,9600,,,GBP,2000,0,9756.39,0,1.3,4.9,8,Sickness,72,,,,64969,3194,9031,77194,7246,55.83,4.2,9.17,node.links.from.budget,0,Other,NaN,,,,10/01/2011,2,3
Frank Rodriguez,615,790,male,06/05/1961,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,65563,7782,1967,Frank.Rodriguez@realco.com,AF311907I,,,1,28/08/2007,,Y,Manchester,Agency,,9600,,,GBP,2500,0,9000,0,0.4,6.06,9,,225,,,,73345,4467,10195,88006,8084,61,5.15,4.01,node.links.from.budget,0,,NaN,,,,10/01/2011,2,5
Isaac Burton,665,790,male,22/06/1962,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,45607,3434,912,Isaac.Burton@realco.com,CA922404F,,,1,12/05/2012,,Y,Manchester,Advert,,500,,,GBP,1500,0,9000,0,0.7,5.23,7,,7,,,,49041,2412,6817,58270,5606,40.53,0.44,24.47,node.links.from.budget,0,,NaN,,,,12/05/2012,2,1
Laura Herbert,740,790,female,30/05/1987,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,31321,0,626,Laura.Herbert@realco.com,BG233795E,,,1,22/01/2011,,Y,Manchester,Agency,,9450,,,GBP,1000,0,9133.14,0,0.9,5.98,10,,490,,,,31321,1626,4354,37301,3870,31.39,1.74,33.61,node.links.from.budget,0,,NaN,,,,22/01/2011,2,7
Willie Smith,815,790,male,22/11/1984,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,40041,2507,801,Willie.Smith@realco.com,GD145285F,,,1,20/11/2011,,Y,Manchester,Advert,,500,,,GBP,1000,0,9000,0,1.5,5.61,10,,360,,,Yes,42548,1801,5914,50263,4939,37.13,0.91,27.87,node.links.from.budget,6,,6.67,5.4,3,,20/11/2011,2,6
Ellis Wood,140,815,male,22/08/1988,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,34442,0,689,Ellis.Wood@realco.com,GE306119F,,,1,06/03/2011,,Y,Manchester,Advert,,500,,,GBP,750,0,9000,0,7.8,6.44,0,,-,,,,34442,1439,4787,40669,4139,22,1.62,43,node.links.from.budget,0,,NaN,,,,06/03/2011,5.85,0
Will King,265,815,male,24/04/1984,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,58467,5129,1169,Will.King@realco.com,HD765180B,,,1,30/12/2008,,Y,Manchester,Advert,,500,,,GBP,2000,0,9000,0,6.4,7.13,5,,20,,,,63596,3169,8840,75605,7050,51.98,3.8,13.02,node.links.from.budget,0,,NaN,,,,10/01/2011,4.8,2
Freya Sharp,365,815,female,18/03/1984,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,53022,4403,1060,Freya.Sharp@realco.com,IJ183731B,,,1,15/08/2012,,Y,Manchester,Internal,,0,,,GBP,2000,0,9000,0,8,6.23,0,,-,,,,57425,3060,7982,68468,6456,54.69,0.18,10.31,node.links.from.budget,0,,NaN,,,,15/08/2012,8,0
Sheila Little,440,815,female,04/04/1951,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,65335,7667,1960,Sheila.Little@realco.com,CG799657I,,,1,01/11/2011,,Y,Manchester,Internal,0,0,,,GBP,2500,0,11279.44,0,5,6.83,0,,-,,,,73002,4460,10147,87610,8241,62.01,0.96,2.99,node.links.from.budget,0,,NaN,,,,01/11/2011,6.25,0
Gregory Melton,540,815,male,19/03/1988,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,48626,3938,973,Gregory.Melton@realco.com,GG461783B,,,1,03/11/2006,,Y,Manchester,Internal,,0,,,GBP,1000,0,9000,0,8.9,6.98,6,,54,,,,52564,1973,7306,61843,5904,37.26,5.96,27.75,node.links.from.budget,0,,NaN,,,,10/01/2011,8.9,3
Matthew Townsend,640,815,male,25/09/1952,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,53791,4798,1076,Matthew.Townsend@realco.com,CE161254H,,,1,28/10/2008,,Y,Manchester,Internal,0,0,,,GBP,1000,0,9636.24,0,8.1,6.41,5,,20,,,,58589,2076,8144,68809,6537,39.84,3.98,25.16,node.links.from.budget,0,,NaN,,,,10/01/2011,10,2
David Nichols,840,790,male,15/11/1960,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,42822,2970,856,David.Nichols@realco.com,EI426932G,,,1,18/03/2011,,Y,Manchester,Advert,,500,,,GBP,1000,0,9000,0,3.3,5.39,7,,28,,,,45792,1856,6365,54014,5251,35.34,1.59,29.66,node.links.from.budget,0,,NaN,,,,18/03/2011,3.3,2
Bethany Allen,965,115,female,20/03/1986,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,60004,5334,1200,Bethany.Allen@realco.com,GF317223H,,,1,28/07/2012,,Y,Manchester,Advert,,500,,,GBP,1500,0,9000,0,4.4,6.33,7,,112,,,,65338,2700,9082,77120,7177,45.2,0.22,19.8,node.links.from.budget,0,,NaN,,,,28/07/2012,5.5,4
Brian Penley,990,115,male,09/06/1987,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,32868,0,657,Brian.Penley@realco.com,HG979235J,,,1,25/01/2012,,Y,Manchester,Agency,,9450,,,GBP,750,0,9000,0,3.7,6.54,9,,225,,,No,32868,1407,4569,38844,3987,26.99,0.73,38.01,node.links.from.budget,10,,5.965,4,3,,25/01/2012,4.625,5
Lucas Turnbull,865,990,male,18/02/1983,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,53984,4531,1080,Lucas.Turnbull@realco.com,CA380332A,,,1,28/11/2009,,Y,Manchester,Internal,0,0,,,GBP,2000,0,11598.15,0,1.6,5.79,9,,225,,,Yes,58515,3080,8134,69729,6777,59.73,2.89,5.27,node.links.from.budget,10,,6.485,5.1,2,,10/01/2011,2,5
Summer Middleton,165,865,female,21/09/1955,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,28548,0,571,Summer.Middleton@realco.com,FE712526D,,,1,13/06/2008,,Y,Manchester,Internal,,0,,,GBP,750,0,9000,0,6.5,6.49,0,,-,,,,28548,1321,3968,33837,3570,24.97,4.35,40.03,node.links.from.budget,0,,NaN,,,,10/01/2011,4.875,0
Patricia Harris,190,865,female,18/06/1956,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,60538,5405,1211,Patricia.Harris@realco.com,CE704506D,,,1,13/10/2006,,Y,Manchester,Agency,,4800,,,GBP,2000,0,9000,0,6.6,6.01,0,,-,,,,65943,3211,9166,78320,7277,59.85,6.02,5.16,node.links.from.budget,0,,NaN,,,,30/06/2012,6.6,0
Harry Pratt,215,865,male,09/03/1983,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,60025,5013,1801,Harry.Pratt@realco.com,BH641468D,,,1,23/11/2008,,Y,Manchester,Internal,0,0,,,GBP,2500,0,9000,0,5.4,6.65,5,,20,,,,65038,4301,9040,78379,7282,65.98,3.9,-0.97,node.links.from.budget,0,,NaN,,,,10/01/2011,5.4,2
Kevin Wilks,240,865,male,09/01/1959,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,46024,3504,920,Kevin.Wilks@realco.com,AB579676I,,,1,02/02/2009,,Y,Manchester,Advert,,500,,,GBP,1500,0,11147.93,0,5.6,6.86,9,,225,,,,49528,2420,6884,58833,5832,43.95,3.71,21.06,node.links.from.budget,0,,NaN,,,,18/04/2011,5.6,5
Oscar Owen,340,865,male,27/11/1985,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,68748,9374,2062,Oscar.Owen@realco.com,HG755940E,,,1,29/04/2012,,Y,Manchester,Agency,,6150,,,GBP,2500,0,9000,0,5.9,6.34,5,,20,,,,78122,4562,10859,93544,8545,65.52,0.47,-0.52,node.links.from.budget,0,,NaN,,,,29/04/2012,5.9,2
Susan Vance,465,865,female,11/03/1986,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,64505,7252,1935,Susan.Vance@realco.com,DD70369D,,,1,14/06/2007,,Y,Manchester,Advert,,500,,,GBP,2500,0,9000,0,5.4,6.84,7,,175,,,,71757,4435,9974,86166,7931,60.37,5.35,4.64,node.links.from.budget,0,,NaN,,,,19/09/2011,6.043,5
Maria Oneal,515,865,female,13/09/1956,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,27654,0,553,Maria.Oneal@realco.com,GA248997D,,,1,20/10/2011,,Y,Manchester,Advert,,500,,,GBP,750,0,11089.45,0,6.5,6.33,0,,-,,,,27654,1303,3844,32801,3658,23.58,1,41.42,node.links.from.budget,0,,NaN,,,,20/10/2011,8.125,0
Kian Wells,890,865,male,26/10/1987,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,29078,0,582,Kian.Wells@realco.com,GF85095H,,,1,08/03/2011,,Y,Manchester,Advert,,500,,,GBP,500,0,9000,0,7.2,6.68,5,,20,,,,29078,1082,4042,34202,3600,19.58,1.62,45.43,node.links.from.budget,0,,NaN,,,,08/03/2011,5.4,2
Bertha Nipper,915,865,female,07/12/1986,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,45475,3413,910,Bertha.Nipper@realco.com,HB115092A,,,1,11/08/2011,,Y,Manchester,Agency,,9450,,,GBP,1000,0,9000,0,7.2,6.3,0,,-,,,,48888,1910,6795,57593,5549,39.24,1.19,25.76,node.links.from.budget,0,,NaN,,,,11/08/2011,5.4,0
Wendy Bradley,940,865,female,03/11/1954,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,64967,7484,1949,Wendy.Bradley@realco.com,JI958701J,,,1,15/06/2009,,Y,Manchester,Agency,,9750,,,GBP,2500,0,9000,0,6.6,6.35,9,,225,,,,72451,4449,10071,86970,7998,64.48,3.35,0.52,node.links.from.budget,0,,NaN,,,,25/05/2012,6.6,5
George Marsh,1015,990,male,20/12/1951,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,41722,2787,834,George.Marsh@realco.com,HG172871A,,,1,09/04/2012,,Y,Manchester,Advert,,500,,,GBP,1500,0,11485.01,0,1.5,6.76,8,,200,,,,44508,2334,6187,53030,5376,44.88,0.53,20.12,node.links.from.budget,0,,NaN,,,,09/04/2012,2,5
Molly Austin,1040,990,female,20/08/1960,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,26202,0,524,Molly.Austin@realco.com,GI706122H,,,1,22/09/2007,,Y,Manchester,Agency,,9300,,,GBP,1000,0,9000,0,1.9,6,10,,160,,,,26202,1524,3642,31368,3364,33.54,5.08,31.47,node.links.from.budget,0,,NaN,,,,10/01/2011,2,4
Carlos Pace,1065,990,male,18/02/1954,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,54738,4632,1095,Carlos.Pace@realco.com,GJ59074A,,,1,06/03/2012,,Y,Manchester,Advert,,500,,,GBP,2000,0,9000,0,2.5,5.76,10,,490,,,,59370,3095,8252,70717,6643,57.01,0.62,7.99,node.links.from.budget,0,,NaN,,,,06/03/2012,2,7
Isabella Jenkins,1090,990,female,17/07/1989,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,27479,0,550,Isabella.Jenkins@realco.com,DH5734B,,,1,16/10/2006,,Y,Manchester,Advert,,500,,,GBP,1000,0,9000,0,3.6,6.15,10,,360,,,,27479,1550,3820,32848,3487,30.12,6.01,34.88,node.links.from.budget,0,,NaN,,,,10/01/2011,3.6,6
John Green,1115,990,male,28/04/1983,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,61673,5837,1850,John.Green@realco.com,HD198157C,,,1,06/05/2011,,Y,Manchester,Agency,,9300,,,GBP,2500,0,9000,0,1.4,5.34,10,Sickness,490,,,,67510,4350,9384,81244,7520,61.06,1.45,3.94,node.links.from.budget,0,Back pain,NaN,,,,06/05/2011,2,7
Millie Wilkinson,1140,990,female,26/12/1983,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,45223,3370,904,Millie.Wilkinson@realco.com,BD483272B,,,1,16/04/2009,,Y,Manchester,Advert,,500,,,GBP,1500,0,9000,0,1.6,5.59,10,,250,,,,48593,2404,6754,57752,5563,40.06,3.51,24.94,node.links.from.budget,0,,NaN,,,,31/05/2011,2,5
Myles Davis,1165,990,male,28/05/1989,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,30343,0,607,Myles.Davis@realco.com,FH539484B,,,1,01/05/2008,,Y,Manchester,Agency,,10500,,,GBP,750,0,9000,0,1.4,6.22,10,,490,,,,30343,1357,4218,35917,3743,21.45,4.47,43.56,node.links.from.budget,0,,NaN,,,,10/01/2011,2,7
Arnold Denison,1190,990,male,15/10/1952,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,59555,5274,1191,Arnold.Denison@realco.com,DG277399F,,,1,10/09/2012,,Y,Manchester,Agency,,9300,,,GBP,2000,0,9848.52,0,2.4,6.19,7,,112,,,,64829,3191,9011,77031,7240,57.13,0.1,7.87,node.links.from.budget,0,,NaN,,,,10/09/2012,2.4,4
Oliver Richards,1215,990,male,27/11/1951,Delivery Grade 1,Full time,UK,Ops Programme Delivery,2,27399,0,548,Oliver.Richards@realco.com,DH476154B,,,1,27/05/2007,,Y,Manchester,Advert,,500,,,GBP,750,0,9000,0,1.9,5.85,6,Sickness,24,,,,27399,1298,3808,32505,3459,23.65,5.4,41.35,node.links.from.budget,0,Upper limb,NaN,,,,10/01/2011,2,2
Rebecca Stanley,124,106,female,03/05/1983,Project Manager,Full time,UK,Ops Programme Delivery,5,82777,13888,4139,Rebecca.Stanley@realco.com,HI520412J,,,1,21/06/2008,,Y,Manchester,Internal,,0,,,GBP,2000,500,18000,0,0.7,5.82,7,Sickness,28,,,No,96665,6639,13436,116740,11228,51.93,4.33,13.07,node.links.from.budget,5,Stress,6.65,5,3,,10/01/2011,2,2
Joseph White,749,124,male,14/10/1984,Delivery Grade 4,Full time,UK,Ops Programme Delivery,5,60993,5497,1830,Joseph.White@realco.com,BJ271062I,,,1,01/11/2008,,Y,Manchester,Agency,,8100,,,GBP,2500,0,9000,0,7.2,7.54,0,,-,,,,66490,4330,9242,80061,7422,62.38,3.96,2.62,node.links.from.budget,0,,NaN,,,,10/01/2011,9,0
Leah Gilbert,774,124,female,27/08/1959,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,52998,4666,1060,Leah.Gilbert@realco.com,BH661151F,,,1,30/08/2009,,Y,Manchester,Internal,0,0,,,GBP,1000,0,9569.41,0,6.9,6.6,7,,63,,,No,57664,2060,8015,67740,6442,38.27,3.14,26.73,node.links.from.budget,11,,6.49,6.6,0,,12/11/2011,6.9,3
Shelley Dominquez,149,774,female,09/06/1952,Delivery Grade 2,Full time,UK,Ops Programme Delivery,3,46366,3561,927,Shelley.Dominquez@realco.com,DJ36830B,,,1,06/02/2008,,Y,Manchester,Advert,,500,,,GBP,1000,0,10440.92,0,6,6.83,5,,20,,,,49927,1927,6940,58794,5770,38.29,4.7,26.71,node.links.from.budget,0,,NaN,,,,10/01/2011,7.5,2
Imogen Barrett,174,774,female,11/07/1956,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,52558,4341,1051,Imogen.Barrett@realco.com,DC300247A,,,1,07/09/2008,,Y,Manchester,Advert,,500,,,GBP,2000,0,9000,0,4.6,6.82,8,,288,,,,56899,3051,7909,67859,6405,51.03,4.12,13.97,node.links.from.budget,0,,NaN,,,,10/01/2011,5.116,6
Gabriel Parker,349,774,male,26/04/1985,Delivery Grade 3,Full time,UK,Ops Programme Delivery,4,53526,4470,1071,Gabriel.Parker@realco.com,CH621619A,,,1,13/08/2011,,Y,Manchester,Agency,,7650,,,GBP,2000,0,9000,0,4.3,5.43,9,,225,,,,57997,3071,8062,69129,6511,51.16,1.18,13.84,node.links.from.budget,0,,NaN,,,,13/08/2011,5.375,5
